Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
DAB2	ovarian cancer, ovarian carcinoma, esophagus squamous cell carcinoma, pancreatic cancer, breast cancer, head and neck carcinoma, ovarian carcinoma, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	5, 4, 1, 1, 1, 1, 1, 1	15	Dualrole
DAB2IP	prostate cancer, prostate cancer, hepatocellular carcinoma, osteosarcoma, urinary bladder cancer, medulloblastoma, prostate cancer	Tumor_Suppressor, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	11, 2, 1, 1, 1, 1, 1	18	Dualrole
DACH1	esophageal cancer, lung adenocarcinoma, malignant glioma, breast cancer, lung cancer, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1, 1, 1, 1	6	Tumorsuppressor
DACT1	breast cancer, stomach cancer, colon cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
DACT2	breast cancer, nasopharynx carcinoma, esophageal cancer, esophagus squamous cell carcinoma, malignant glioma, colon cancer, thyroid gland cancer, lung cancer, esophageal cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver	2, 1, 1, 1, 1, 1, 1, 1, 1	10	Dualrole
DAPK1	chronic lymphocytic leukemia, colorectal cancer, ovarian cancer, breast cancer, lung cancer, leukemia, urinary bladder cancer, stomach cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	3, 3, 2, 1, 1, 1, 1, 1	13	Dualrole
DAPK2	Hodgkin's lymphoma, leukemia	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DAPK3	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DARS1	ovarian cancer	Oncogene	1	1	Oncogene
DAXX	ovarian cancer	Oncogene	1	1	Oncogene
DAZAP1	acute lymphocytic leukemia	Oncogene	1	1	Oncogene
DBH	leukemia	Oncogene	1	1	Oncogene
DBN1	breast cancer	Oncogene	1	1	Oncogene
DCAF6	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DCC	colorectal cancer, colon cancer, B-cell lymphoma, colorectal carcinoma, anal squamous cell carcinoma, pancreatic adenocarcinoma, meningioma, grade III astrocytoma, ovarian cancer, endometrial cancer, urinary bladder cancer, stomach cancer, chronic lymphocytic leukemia, prostate carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	5, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	22	Tumorsuppressor
DCD	breast cancer, prostate cancer	Oncogene, Oncogene	4, 1	5	Oncogene
DCDC2	hepatocellular carcinoma, central nervous system cancer	Tumor_Suppressor, Driver	1, 1	2	Dualrole
DCLK1	cholangiocarcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
DCLK3	colorectal cancer	Oncogene	1	1	Oncogene
DCN	colorectal cancer, malignant glioma, colon cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
DCUN1D1	squamous cell carcinoma, colorectal cancer, head and neck squamous cell carcinoma, lung cancer	Oncogene, Tumor_Suppressor, Oncogene, Oncogene	4, 1, 1, 1	7	Dualrole
DCX	malignant glioma, urinary bladder cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
DDB1	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
DDB2	ovarian cancer, colon cancer, prostate cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
DDHD2	breast cancer	Oncogene	1	1	Oncogene
DDIT3	liposarcoma, myxoid liposarcoma	Oncogene, Driver	3, 1	4	Dualrole
DDIT4	bladder urothelial carcinoma, ovarian cancer, stomach cancer, lymphoma	Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
DDR1	malignant glioma, ovarian cancer, pancreatic adenocarcinoma, lung adenocarcinoma, glioblastoma multiforme	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver, Driver	1, 1, 1, 1, 1	5	Dualrole
DDR2	lung cancer, lung squamous cell carcinoma, lung cancer	Driver, Oncogene, Oncogene	2, 1, 1	4	Dualrole
DDRGK1	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DDT	lung adenocarcinoma	Oncogene	1	1	Oncogene
DDX10	leukemia	Oncogene	1	1	Oncogene
DDX20	hepatocellular carcinoma, liver cancer, breast cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
DDX23	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
DDX3X	breast cancer, colorectal cancer, colorectal cancer, hepatocellular carcinoma, lung cancer, retinoblastoma, lung cancer, chronic lymphocytic leukemia, medulloblastoma, hepatocellular carcinoma, cervical cancer, glioblastoma multiforme, brain glioma, medulloblastoma, medulloblastoma, peripheral T-cell lymphoma	Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	5, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	25	Dualrole
DDX41	acute myeloid leukemia, myelodysplastic syndrome	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DDX42	breast cancer	Oncogene	1	1	Oncogene
DDX5	acute lymphocytic leukemia, acute T cell leukemia, lung non-small cell carcinoma, skin squamous cell carcinoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1	5	Oncogene
DDX58	hepatocellular carcinoma, head and neck squamous cell carcinoma, ovarian cancer, leukemia, stomach cancer, head and neck squamous cell carcinoma, stomach cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1, 1, 1	8	Dualrole
DDX6	colorectal cancer, hepatocellular carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
DEFB1	prostate cancer, kidney cancer, prostate cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1	4	Dualrole
DEFB4A	esophagus squamous cell carcinoma	Oncogene	1	1	Oncogene
DEGS1	cervix carcinoma, pituitary cancer, chronic lymphocytic leukemia	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
DEK	acute myeloid leukemia, melanoma, prostate cancer, retinoblastoma, hepatocellular carcinoma, glioblastoma multiforme, breast cancer, colorectal cancer, skin melanoma, skin cancer, lung non-small cell carcinoma, esophagus squamous cell carcinoma, urinary bladder cancer, oral squamous cell carcinoma, T-cell large granular lymphocyte leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	7, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1	29	Oncogene
DENND2D	esophagus squamous cell carcinoma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DEPDC1	hepatocellular carcinoma, nasopharynx carcinoma, hepatocellular carcinoma	Oncogene, Oncogene, Driver	2, 1, 1	4	Dualrole
DEPDC5	gastrointestinal stromal tumor	Tumor_Suppressor	1	1	Tumorsuppressor
DEPTOR	multiple myeloma, multiple myeloma, lung adenocarcinoma, pancreatic cancer, hepatocellular carcinoma, ovarian cancer, thyroid gland cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1	8	Dualrole
DERL1	head and neck squamous cell carcinoma, malignant glioma, breast cancer, urinary bladder cancer	Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Oncogene
DERL3	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DES	nephroblastoma	Oncogene	2	2	Oncogene
DEUP1	liver cancer, thyroid gland cancer, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
DFFA	leukemia	Oncogene	1	1	Oncogene
DGCR8	ovarian cancer	Oncogene	1	1	Oncogene
DGKB	malignant glioma	Oncogene	1	1	Oncogene
DGKG	colorectal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DGKZ	osteosarcoma	Oncogene	1	1	Oncogene
DHH	malignant glioma	Oncogene	1	1	Oncogene
DHODH	colorectal cancer	Driver	1	1	Driver
DHRS7	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DHX15	malignant glioma	Tumor_Suppressor	1	1	Tumorsuppressor
DHX9	Ewing sarcoma, osteosarcoma	Oncogene, Oncogene	3, 1	4	Oncogene
DICER1	colorectal cancer, B-cell lymphoma, ovarian carcinoma, lung squamous cell carcinoma, endometrial carcinoma, thyroid gland cancer, breast cancer, prostate cancer, medulloblastoma, thyroid gland cancer, angiosarcoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver, Driver	2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	12	Dualrole
DIDO1	myelodysplastic syndrome	Tumor_Suppressor	1	1	Tumorsuppressor
DIMT1	myeloid neoplasm	Oncogene	1	1	Oncogene
DIRAS1	esophagus squamous cell carcinoma, colorectal cancer, malignant glioma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	3, 1, 1	5	Tumorsuppressor
DIRAS2	nervous system cancer, ovarian cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
DIRAS3	ovarian cancer, breast cancer, prostate cancer, osteosarcoma, malignant glioma, colon cancer, pancreatic cancer, adrenal gland pheochromocytoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	8, 5, 2, 1, 1, 1, 1, 1	20	Tumorsuppressor
DIS3	multiple myeloma, colorectal cancer, colorectal cancer, myeloid neoplasm	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver	2, 1, 1, 1	5	Dualrole
DISC1	lung non-small cell carcinoma, glioblastoma multiforme	Oncogene, Oncogene	1, 1	2	Oncogene
DKK1	breast cancer, lung non-small cell carcinoma, renal cell carcinoma, malignant glioma, pancreatic ductal adenocarcinoma	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 2, 1, 1, 1	7	Dualrole
DKK2	colorectal cancer, hepatocellular carcinoma	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DKK3	thyroid gland papillary carcinoma, pancreatic cancer, breast cancer, hepatocellular carcinoma, clear cell renal cell carcinoma, lung non-small cell carcinoma, osteosarcoma, thyroid gland cancer, hepatocellular carcinoma, head and neck squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 2, 2, 1, 1, 1, 1, 1, 1, 1	13	Dualrole
DKK4	kidney cancer	Oncogene	1	1	Oncogene
DLC1	hepatocellular carcinoma, liver cancer, lung non-small cell carcinoma, nasopharynx carcinoma, colorectal cancer, multiple myeloma, melanoma, pancreatic cancer, breast cancer, lung cancer, stomach cancer, lung adenocarcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	12, 9, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1	37	Dualrole
DLEC1	hepatocellular carcinoma, colorectal cancer, skin melanoma, renal cell carcinoma, gastric adenocarcinoma, lung cancer, prostate cancer, oral squamous cell carcinoma, colorectal adenocarcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1, 1, 1, 1, 1, 1	10	Tumorsuppressor
DLEU7	chronic lymphocytic leukemia	Tumor_Suppressor	3	3	Tumorsuppressor
DLG5	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DLGAP5	hepatocellular carcinoma, transitional cell carcinoma, colon cancer, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene	3, 1, 1, 1	6	Oncogene
DLK1	renal cell carcinoma, lung non-small cell carcinoma, ovarian cancer	Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1	4	Dualrole
DLL3	lung small cell carcinoma	Oncogene	1	1	Oncogene
DLST	acute T cell leukemia	Driver	1	1	Driver
DLX1	prostate cancer	Oncogene	1	1	Oncogene
DLX4	head and neck squamous cell carcinoma, esophagus squamous cell carcinoma, acute myeloid leukemia, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
DMBT1	lung cancer, malignant glioma, brain cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	3, 1, 1	5	Tumorsuppressor
DMD	gastrointestinal stromal tumor, rhabdomyosarcoma, leiomyosarcoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 2, 1	5	Tumorsuppressor
DMGDH	leukemia	Oncogene	1	1	Oncogene
DMKN	pancreatic cancer	Oncogene	1	1	Oncogene
DMP1	breast cancer, lung cancer, urinary bladder cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
DMTF1	breast cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DNAH5	lung squamous cell carcinoma	Oncogene	1	1	Oncogene
DNAH8	hepatocellular carcinoma, neuroblastoma, acute T cell leukemia, lung non-small cell carcinoma, breast cancer, multiple myeloma, ovarian cancer, lung cancer	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	3, 1, 1, 1, 1, 1, 1, 1	10	Dualrole
DNAJA3	head and neck squamous cell carcinoma	Tumor_Suppressor	2	2	Tumorsuppressor
DNAJB4	lung non-small cell carcinoma, breast cancer, lung cancer, stomach carcinoma, pancreatic cancer, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1	7	Dualrole
DNAJB6	esophagus squamous cell carcinoma, colon cancer	Oncogene, Oncogene	1, 1	2	Oncogene
DNAJC11	neuroblastoma	Tumor_Suppressor	1	1	Tumorsuppressor
DNAJC2	invasive ductal carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
DNAJC25	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
DNAJC27	gastrointestinal system cancer	Oncogene	1	1	Oncogene
DNALI1	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DND1	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DNM1L	ovarian carcinoma, pancreatic cancer, brain cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
DNM2	colorectal cancer	Oncogene	1	1	Oncogene
DNM3	hepatocellular carcinoma, cervical cancer, colon cancer, malignant glioma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	3, 1, 1, 1	6	Dualrole
DNMT1	lung non-small cell carcinoma, breast cancer, colorectal cancer, cholangiocarcinoma, esophagus squamous cell carcinoma, colon cancer, lung cancer, stomach cancer, acute myeloid leukemia, glioblastoma multiforme, breast cancer, urinary bladder cancer, acute promyelocytic leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	17	Dualrole
DNMT3A	chronic lymphocytic leukemia, lung cancer, acute T cell leukemia, liver cancer, lymphoma, peripheral T-cell lymphoma, melanoma, pancreatic cancer, leukemia, stomach cancer, colorectal carcinoma, chronic lymphocytic leukemia, peripheral T-cell lymphoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	17	Dualrole
DNMT3B	hepatocellular carcinoma, endometrial carcinoma, colon cancer, pancreatic cancer, lung cancer, chronic lymphocytic leukemia, lymphoma, lung cancer, acute T cell leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver	1, 1, 1, 1, 1, 1, 1, 1, 1	9	Dualrole
DNTTIP1	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
DOC2A	colorectal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DOC2B	cervical cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DOCK1	malignant glioma, glioblastoma multiforme	Driver, Driver	1, 1	2	Driver
DOK1	ovarian carcinoma, lung cancer	Tumor_Suppressor, Tumor_Suppressor	2, 1	3	Tumorsuppressor
DOK2	lung adenocarcinoma, gastric adenocarcinoma, breast cancer, chronic myelomonocytic leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1, 1	4	Tumorsuppressor
DOK6	breast cancer, stomach cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
DOT1L	breast cancer, leukemia, melanoma, leukemia, prostate cancer	Oncogene, Oncogene, Driver, Driver, Driver	2, 1, 1, 1, 1	6	Dualrole
DPEP1	nephroblastoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor	2, 1	3	Tumorsuppressor
DPH1	ovarian cancer, ovarian carcinoma, colorectal cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	4, 1, 1	6	Dualrole
DPH3	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DPP4	melanoma, ovarian carcinoma, lung non-small cell carcinoma, cervix carcinoma, prostate cancer, thyroid gland carcinoma, differentiated thyroid gland carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1	8	Dualrole
DPYSL3	pancreatic cancer, breast cancer	Oncogene, Driver	1, 1	2	Dualrole
DRAM2	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
DRD1	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DRG1	lung cancer, prostate cancer, acute T cell leukemia, lung adenocarcinoma, melanoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1	5	Dualrole
DROSHA	glioblastoma multiforme	Tumor_Suppressor	1	1	Tumorsuppressor
DSC2	colon cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DSC3	breast cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DSCAM	lung non-small cell carcinoma, breast cancer	Oncogene, Oncogene	1, 1	2	Oncogene
DSG2	stomach cancer, lung non-small cell carcinoma, prostate cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
DSG3	skin cancer, head and neck cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
DSN1	breast cancer	Driver	1	1	Driver
DSP	lung small cell carcinoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DST	breast cancer, prostate cancer	Tumor_Suppressor, Driver	1, 1	2	Dualrole
DTL	stomach cancer, Ewing sarcoma, hepatocellular carcinoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 1, 1	7	Oncogene
DTNB	liver cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DTWD1	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DTX1	head and neck squamous cell carcinoma, malignant glioma, glioblastoma multiforme, diffuse large B-cell lymphoma	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	2, 1, 1, 1	5	Dualrole
DTX3	esophageal cancer, esophageal carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
DTX3L	diffuse large B-cell lymphoma	Tumor_Suppressor	1	1	Tumorsuppressor
DTYMK	lung cancer	Oncogene	1	1	Oncogene
DUOX1	liver carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
DUSP1	stomach cancer, colorectal cancer, cholangiocarcinoma, lung cancer, polycythemia vera, lung cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
DUSP10	pancreatic cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DUSP2	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
DUSP22	B-cell lymphoma, chronic lymphocytic leukemia, peripheral T-cell lymphoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
DUSP26	cervix carcinoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
DUSP4	colorectal cancer, breast cancer, invasive ductal carcinoma, colorectal adenocarcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 2, 1, 1	6	Tumorsuppressor
DUSP5	malignant glioma, colon cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
DUSP6	lung cancer, lung adenocarcinoma, lung non-small cell carcinoma, esophagus squamous cell carcinoma, pancreatic cancer, stomach cancer, acute lymphocytic leukemia, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1	9	Dualrole
DUSP8	prostate cancer	Oncogene	1	1	Oncogene
DUSP9	colorectal cancer, hepatocellular carcinoma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
DYNC1H1	colorectal cancer	Driver	1	1	Driver
DYNLT3	salivary gland adenoid cystic carcinoma, ovarian cancer	Oncogene, Oncogene	1, 1	2	Oncogene
DYRK1A	melanoma, medulloblastoma, head and neck squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
DYRK1B	pancreatic cancer	Oncogene	3	3	Oncogene
E2F1	retinoblastoma, melanoma, breast cancer, lymphoma, malignant glioma, breast cancer, urinary bladder cancer, breast cancer, colorectal cancer, B-cell lymphoma, Burkitt lymphoma, hepatocellular carcinoma, ovarian carcinoma, osteosarcoma, brain cancer, lymphoma, melanoma, urinary bladder cancer, prostate cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	7, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	33	Dualrole
E2F2	colon cancer, thyroid gland cancer, prostate cancer, colorectal carcinoma, liver cancer, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1, 1, 1	7	Dualrole
E2F3	lung adenocarcinoma, glioblastoma multiforme, retinoblastoma, hepatocellular carcinoma, bladder carcinoma, lung non-small cell carcinoma, kidney cancer, urinary bladder cancer, prostate cancer, pituitary cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	10	Dualrole
E2F4	ovarian carcinoma	Oncogene	1	1	Oncogene
E2F5	esophagus squamous cell carcinoma, breast cancer, chronic lymphocytic leukemia, colorectal cancer, neuroblastoma, ovarian cancer, prostate cancer	Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	2, 2, 1, 1, 1, 1, 1	9	Dualrole
E2F6	nasopharynx carcinoma, lung non-small cell carcinoma, breast cancer, lung cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
